"ID","preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
"795","275000","3","  2.50 ","34","1408","  2.00 ","0","3","133","0","1987","2000"
"796","239950","5","  1.00 ","34","543","  2.00 ","0","4","131","0","1941","1998"
"797","248000","4","  3.50 ","43","587","  2.00 ","0","3","102","240","1986","0"
"798","619500","3","  2.50 ","50","450","  2.00 ","0","3","195","0","2003","0"
"799","363750","3","  1.75 ","40","17759","  2.00 ","0","4","155","0","1982","2011"
"801","370000","4","  1.50 ","32","896","  1.00 ","0","3","81","157","1972","2002"
"802","425000","3","  2.50 ","62","1190","  1.00 ","0","4","240","0","1988","0"
"803","342000","3","  1.00 ","29","614","  1.00 ","0","3","65","180","1944","0"
"804","345000","4","  1.00 ","46","719","  1.50 ","0","3","178","0","1962","2003"
"805","724800","3","  2.00 ","48","354","  1.00 ","0","3","106","290","1926","2001"
"806","725000","5","  2.75 ","66","478","  2.00 ","0","3","255","0","2006","0"
"807","605000","2","  1.00 ","21","324","  1.00 ","0","4","82","0","1909","1989"
"808","350000","4","  2.50 ","57","360","  2.00 ","0","3","220","0","2009","0"
"809","785000","3","  2.00 ","51","490","  1.00 ","0","5","99","360","1904","0"
"810","250000","3","  2.00 ","44","599","  1.00 ","0","5","86","317","1966","0"
"811","565000","3","  2.25 ","35","110","  3.00 ","0","3","137","0","2013","1923"
"812","875000","3","  2.00 ","52","598","  1.00 ","2","4","110","333","1947","1988"
"813","862500","4","  2.75 ","76","2200","  2.00 ","0","3","295","0","1996","0"
"814","400000","3","  2.50 ","64","7488","  2.00 ","4","3","247","0","1973","2013"
"815","282613","2","  1.00 ","19","542","  1.00 ","0","4","75","0","1954","1979"
"816","174500","2","  1.00 ","23","468","  1.00 ","0","3","91","0","1955","2005"
"817","306500","3","  2.25 ","48","3454","  1.00 ","0","4","140","167","1978","2000"
"819","433000","4","  2.50 ","53","681","  2.00 ","0","4","205","0","2001","0"
"820","306000","3","  2.50 ","43","529","  2.00 ","0","3","168","0","2005","0"
"821","620000","3","  2.25 ","40","360","  1.50 ","0","4","131","90","1921","0"
"822","245000","2","  1.00 ","20","554","  1.00 ","0","3","78","0","1941","1994"
"823","238000","3","  2.00 ","24","108","  2.00 ","0","3","65","100","2004","2003"
"824","523000","3","  1.50 ","29","282","  1.50 ","0","3","113","0","1931","0"
"825","522500","3","  2.50 ","55","709","  2.00 ","0","3","213","0","2003","0"
"826","180000","3","  1.00 ","23","1666","  1.00 ","0","3","90","0","1940","1996"
"827","375000","3","  1.50 ","26","158","  2.00 ","0","3","85","53","2007","0"
"828","249000","3","  2.25 ","33","691","  1.00 ","0","3","85","167","1982","0"
"829","730100","4","  2.50 ","72","1287","  2.00 ","0","3","281","0","2003","0"
"830","551000","2","  2.00 ","53","864","  1.00 ","0","3","203","0","1990","2009"
"831","375000","4","  2.50 ","65","716","  2.00 ","0","3","251","0","2005","0"
"833","605000","3","  2.25 ","30","225","  2.00 ","0","4","116","0","1987","0"
"835","645000","4","  2.50 ","73","1024","  2.00 ","0","3","284","0","1983","2009"
"836","314000","4","  2.50 ","54","809","  2.00 ","0","3","211","0","2003","0"
"837","330000","3","  1.50 ","27","446","  1.00 ","0","4","105","0","1960","2001"
"838","490000","2","  1.00 ","27","450","  1.00 ","0","4","104","0","1937","0"
"839","445000","3","  3.00 ","46","2189","  1.00 ","0","3","177","0","2010","0"
"840","2000000","5","  4.25 ","151","978","  2.00 ","3","4","355","850","1991","0"
"841","377500","3","  2.25 ","33","124","  2.00 ","0","3","116","40","2005","0"
"842","480000","4","  2.50 ","56","450","  2.00 ","0","3","219","0","2009","0"
"843","804995","5","  1.50 ","78","486","  2.00 ","0","3","302","0","2014","0"
"844","341000","3","  2.50 ","34","150","  2.00 ","0","3","106","100","2012","1912"
"845","675000","5","  2.50 ","74","581","  2.00 ","0","3","288","0","2009","0"
"847","379950","3","  3.25 ","43","161","  3.00 ","0","3","167","0","2007","0"
"848","1270000","4","  3.00 ","128","748","  2.00 ","3","3","321","650","2008","0"
"849","500000","2","  2.50 ","30","135","  2.00 ","0","3","104","50","2006","0"
"850","410000","3","  2.00 ","39","383","  1.00 ","0","3","80","270","1944","0"
"851","415000","3","  2.50 ","58","751","  2.00 ","0","3","223","0","1986","0"
"852","297000","5","  2.50 ","46","774","  2.00 ","0","4","177","0","1994","0"
"853","575550","4","  2.50 ","48","673","  1.00 ","0","3","130","207","1985","0"
"854","534640","3","  2.50 ","49","315","  1.00 ","0","4","109","307","1994","0"
"855","352500","3","  2.25 ","33","1270","  1.00 ","2","3","105","80","1987","2000"
"856","488000","2","  2.00 ","32","422","  1.00 ","0","3","70","193","1944","0"
"857","732000","3","  2.00 ","45","5018","  1.00 ","0","5","175","0","1954","0"
"858","215000","2","  2.25 ","37","184","  2.00 ","0","4","145","0","1979","0"
"859","592500","2","  2.00 ","33","827","  1.50 ","2","5","128","0","1928","1970"
"860","290000","4","  2.50 ","39","655","  2.00 ","0","4","153","0","1988","0"
"861","475000","2","  1.00 ","35","344","  1.00 ","0","3","77","210","1929","0"
"862","320000","3","  2.50 ","62","698","  2.00 ","0","3","241","0","1990","2009"
"863","1216000","4","  2.50 ","74","782","  1.00 ","3","5","151","503","1967","0"
"865","487250","4","  2.00 ","39","293","  1.50 ","0","3","140","47","1901","0"
"866","339000","4","  2.50 ","43","774","  2.00 ","0","3","165","0","2003","0"
"867","440000","2","  1.50 ","23","177","  1.50 ","0","5","91","0","1906","0"
"868","366500","4","  2.75 ","48","837","  1.00 ","0","5","101","317","1945","0"
"869","462000","3","  1.50 ","40","405","  1.50 ","0","3","127","100","1928","1954"
"870","560000","4","  1.00 ","39","422","  1.50 ","0","3","113","133","1945","2010"
"871","285000","4","  1.75 ","48","1227","  1.00 ","0","4","94","347","1955","2009"
"872","280000","3","  2.50 ","30","871","  2.00 ","0","3","114","0","1993","0"
"873","210000","3","  1.00 ","25","1894","  1.00 ","0","3","97","0","1942","1999"
"875","256500","2","  1.00 ","26","892","  1.00 ","0","4","101","0","1980","0"
"876","411000","4","  2.75 ","58","473","  2.00 ","0","3","225","0","1966","1963"
"877","215000","3","  1.00 ","23","655","  1.00 ","0","4","87","0","1970","0"
"878","762000","5","  2.00 ","78","450","  1.50 ","0","4","193","410","1907","0"
"879","359950","3","  1.00 ","30","17054","  1.00 ","0","4","116","0","1960","2001"
"880","480000","4","  3.50 ","78","39204","  2.00 ","3","3","303","0","2005","0"
"881","1405000","4","  3.50 ","79","969","  2.00 ","0","3","307","0","2008","0"
"882","390000","4","  2.50 ","58","746","  2.00 ","0","3","224","0","1999","0"
"883","413500","2","  1.00 ","18","360","  1.00 ","0","5","69","0","1924","1956"
"884","285000","1","  1.50 ","19","289","  2.00 ","0","4","73","0","1982","2011"
"885","475000","4","  2.50 ","71","904","  1.00 ","0","4","153","453","1968","0"
"886","386591","3","  2.50 ","39","145","  2.00 ","0","3","104","180","2014","0"
"887","524950","3","  1.75 ","44","344","  1.00 ","0","3","116","200","1974","0"
"888","241000","2","  2.00 ","34","282","  2.00 ","0","3","132","0","2005","0"
"889","461000","2","  1.00 ","25","647","  1.00 ","0","3","95","0","1926","2003"
"890","810000","4","  2.50 ","81","5332","  2.00 ","0","3","313","0","1988","2000"
"891","885000","4","  2.75 ","63","320","  1.50 ","0","3","140","393","1921","2007"
"892","247000","3","  2.25 ","37","715","  2.00 ","0","4","142","0","1986","0"
"895","333000","4","  2.00 ","37","702","  2.00 ","0","2","142","0","1906","0"
"896","602000","5","  1.75 ","76","1071","  1.50 ","0","3","296","0","1973","2013"
"897","565000","4","  2.25 ","49","963","  2.00 ","0","4","190","0","1979","0"
"898","373000","3","  2.50 ","39","321","  2.00 ","0","3","150","0","1999","0"
"899","588000","3","  2.25 ","47","662","  1.00 ","0","4","107","280","1977","0"
"902","251200","4","  1.50 ","30","743","  1.00 ","0","3","95","83","1953","0"
"903","869000","5","  3.25 ","97","4430","  2.00 ","0","4","259","433","1979","0"
"904","464000","3","  1.75 ","38","2574","  1.00 ","0","3","147","0","1967","2011"
"905","755000","4","  2.50 ","62","941","  2.00 ","0","3","239","0","1993","0"
"906","280000","3","  2.50 ","40","172","  2.00 ","0","3","155","0","2005","0"
"907","485000","2","  2.25 ","29","112","  3.00 ","0","3","113","0","2004","2003"
"908","305000","3","  1.75 ","37","1102","  1.00 ","0","3","145","0","1981","2013"
"909","110700","2","  1.00 ","16","726","  1.00 ","0","3","61","0","1941","1994"
"910","850000","4","  3.50 ","61","531","  2.00 ","2","3","238","0","1937","1998"
"911","350000","3","  2.25 ","38","648","  2.00 ","0","4","148","0","1985","0"
"912","319950","4","  1.75 ","54","724","  1.00 ","0","4","149","220","1976","1992"
"913","700000","3","  1.75 ","47","441","  1.00 ","0","5","111","260","1912","0"
"914","368000","2","  1.50 ","39","421","  1.00 ","0","5","75","277","1908","0"
"915","433500","3","  2.50 ","51","302","  2.00 ","0","3","198","0","2009","0"
"916","611000","4","  2.50 ","57","378","  2.00 ","0","3","221","0","1998","2006"
"918","307000","3","  1.00 ","32","675","  1.00 ","0","3","123","0","1960","2012"
"919","442500","3","  1.75 ","42","918","  1.00 ","0","3","162","0","1967","2011"
"920","485000","3","  1.75 ","51","694","  2.00 ","2","3","198","0","1908","1988"
"921","367000","2","  1.00 ","16","210","  1.00 ","0","3","63","0","1945","2010"
"922","429000","3","  2.50 ","45","1361","  2.00 ","0","3","173","0","1995","0"
"923","446000","5","  2.75 ","51","1142","  1.00 ","0","5","123","273","1978","0"
"924","572500","3","  2.25 ","47","881","  1.00 ","0","4","135","177","1984","0"
"925","477000","3","  2.50 ","31","185","  3.00 ","0","3","122","0","2005","0"
"926","518000","3","  2.50 ","39","189","  2.00 ","0","3","124","100","2008","0"
"927","462000","5","  1.75 ","29","948","  1.00 ","0","4","113","0","1966","0"
"928","1190000","4","  3.00 ","52","540","  1.50 ","0","4","114","323","1914","1945"
"929","137000","3","  1.00 ","22","686","  1.00 ","0","3","86","0","1954","2005"
"930","530000","3","  3.50 ","54","286","  2.00 ","0","3","185","87","1997","0"
"931","818000","2","  2.50 ","55","844","  1.00 ","2","3","214","0","2011","0"
"932","640000","2","  2.25 ","36","86","  3.00 ","0","3","139","0","2007","0"
"933","298450","5","  3.00 ","49","878","  1.00 ","0","3","108","300","2007","0"
"934","575000","4","  2.50 ","58","445","  2.00 ","0","3","225","0","2013","1923"
"935","730000","4","  2.50 ","75","660","  2.00 ","0","3","291","0","2004","2003"
"936","551000","3","  2.50 ","66","522","  2.00 ","0","3","255","0","2001","0"
"937","271310","2","  1.00 ","20","481","  1.50 ","0","2","78","0","1906","0"
"938","675000","4","  3.00 ","62","2547","  1.00 ","0","3","242","0","1954","1999"
"939","479000","3","  2.50 ","29","80","  3.00 ","0","3","113","0","2008","0"
"940","520000","4","  3.50 ","62","900","  2.00 ","0","3","184","213","1942","2014"
"941","599950","3","  2.50 ","62","448","  2.00 ","0","3","239","0","2014","0"
"942","483945","2","  1.75 ","34","461","  1.00 ","0","4","76","213","1951","1999"
"943","390000","4","  2.25 ","41","2982","  1.00 ","0","4","107","193","1965","0"
"944","192500","2","  1.00 ","22","692","  1.00 ","0","3","86","0","1926","2003"
"945","330000","2","  1.00 ","20","748","  1.00 ","0","4","77","0","1948","0"
"946","250000","4","  2.00 ","46","680","  1.00 ","0","5","104","267","1978","0"
"947","243000","2","  1.00 ","41","497","  1.50 ","0","4","86","270","1943","0"
"948","575000","4","  1.75 ","30","545","  1.00 ","0","3","77","140","1926","2003"
"949","639000","4","  2.50 ","50","1083","  2.00 ","0","4","194","0","1982","2011"
"950","710000","2","  1.00 ","42","360","  1.00 ","0","4","94","250","1923","0"
"951","675000","3","  2.25 ","46","923","  2.00 ","0","4","179","0","1987","0"
"952","405000","5","  2.50 ","56","430","  2.00 ","0","3","219","0","2001","0"
"953","615000","4","  2.75 ","66","1187","  1.00 ","0","3","167","320","1965","1993"
"954","490000","3","  1.00 ","44","737","  1.00 ","0","4","91","300","1946","1989"
"955","467000","3","  2.25 ","30","109","  2.00 ","0","3","94","77","2005","0"
"956","480000","4","  2.75 ","48","356","  1.00 ","0","4","106","290","1986","0"
"957","755000","6","  2.00 ","50","405","  1.00 ","0","3","114","293","1952","2008"
"958","760000","4","  1.75 ","57","1197","  1.00 ","2","4","147","273","1987","0"
"959","387000","2","  2.25 ","29","115","  2.00 ","0","3","86","90","2012","1912"
"960","925000","4","  2.25 ","53","3779","  1.00 ","0","4","203","0","1967","0"
"961","415000","2","  1.00 ","24","5410","  1.00 ","0","4","95","0","1943","0"
"962","263000","3","  1.75 ","36","700","  2.00 ","0","3","141","0","1982","0"
"963","519900","4","  2.00 ","42","842","  1.00 ","0","4","164","0","1967","0"
"964","570000","2","  1.75 ","36","362","  1.00 ","0","4","107","117","1908","0"
"965","450000","3","  1.50 ","48","4038","  1.00 ","0","3","185","0","1953","0"
"966","1300000","4","  3.50 ","102","6665","  1.00 ","0","3","394","0","2001","0"
"967","300000","3","  1.00 ","25","891","  1.00 ","0","4","98","0","1955","2009"
"968","320000","3","  1.75 ","34","650","  1.00 ","0","4","133","0","1965","0"
"969","387500","4","  1.00 ","31","400","  1.50 ","0","3","119","0","1929","0"
"970","458000","1","  2.25 ","50","932","  1.00 ","0","3","132","223","1976","0"
"971","1212500","4","  3.50 ","106","1498","  1.00 ","3","3","201","777","1995","0"
"972","380000","4","  3.00 ","65","879","  2.00 ","0","3","252","0","2002","0"
"973","200000","3","  1.00 ","24","450","  1.00 ","0","4","95","0","1967","0"
"974","385000","3","  1.50 ","35","867","  1.00 ","0","4","134","0","1959","0"
"975","396675","2","  1.00 ","40","574","  2.00 ","0","4","156","0","1945","0"
"976","452000","4","  1.00 ","28","338","  1.50 ","0","3","109","0","1900","2005"
"977","426000","4","  2.50 ","65","764","  2.00 ","0","3","252","0","2004","2003"
"978","792000","3","  1.50 ","36","95","  2.00 ","0","3","141","0","1915","0"
"979","315000","3","  2.25 ","33","2846","  1.00 ","0","2","103","87","1987","0"
"980","1275000","4","  2.00 ","66","707","  1.00 ","4","4","131","467","1970","0"
"983","440000","2","  1.75 ","30","360","  2.00 ","0","3","117","0","1948","1994"
"984","300000","3","  1.00 ","49","696","  1.00 ","0","4","95","353","1967","0"
"985","525000","3","  1.50 ","36","430","  2.00 ","0","3","139","0","1941","2009"
"986","978000","4","  2.75 ","61","1240","  1.50 ","2","4","155","300","1926","1993"
"987","1125000","6","  3.00 ","67","287","  2.00 ","0","4","196","233","1919","1985"
"988","700000","4","  1.00 ","39","362","  1.50 ","0","3","151","0","1921","2000"
"989","315000","2","  1.00 ","18","627","  1.00 ","0","3","71","0","1955","1984"
"990","309000","3","  1.00 ","25","675","  1.50 ","0","3","98","0","1918","0"
"991","219950","3","  1.50 ","38","894","  1.00 ","0","3","98","187","1967","2011"
"992","289000","3","  2.50 ","49","423","  2.00 ","0","3","188","0","2002","0"
"993","210000","4","  1.75 ","51","2584","  1.00 ","0","3","106","333","1950","2005"
"994","260000","4","  2.50 ","46","600","  2.00 ","0","3","179","0","1989","0"
"995","699000","4","  2.50 ","62","715","  2.00 ","0","3","239","0","2006","0"
"996","1800000","4","  3.50 ","104","1526","  1.00 ","0","3","230","637","1962","1994"
"997","299950","3","  1.00 ","21","720","  1.00 ","0","4","67","57","1950","1983"
"998","749950","3","  2.50 ","64","970","  2.00 ","2","3","249","0","1992","0"
"1000","555000","3","  2.50 ","71","14270","  1.00 ","0","4","275","0","1987","0"
"1001","384000","3","  2.50 ","39","360","  2.00 ","0","3","153","0","2003","0"
"1002","499950","5","  3.50 ","74","3920","  2.00 ","0","3","288","0","1989","0"
"1003","430000","3","  1.75 ","28","405","  1.00 ","0","5","108","0","1906","0"
"1004","350000","4","  2.25 ","52","626","  2.00 ","0","4","200","0","1999","0"
"1005","620000","3","  2.50 ","58","814","  2.00 ","0","3","223","0","2004","2003"
"1006","765000","4","  2.25 ","59","1089","  1.00 ","0","4","158","267","1976","1992"
"1007","250000","4","  1.50 ","58","567","  1.00 ","0","4","135","333","1961","2001"
"1009","475000","4","  1.75 ","38","700","  1.00 ","0","4","104","167","1950","1983"
"1010","120750","3","  1.75 ","26","867","  1.00 ","0","4","103","0","1969","0"
"1012","330000","3","  1.00 ","27","3881","  1.00 ","0","4","106","0","1959","0"
"1013","619500","3","  2.50 ","39","369","  2.00 ","0","3","153","0","1992","0"
"1014","345000","3","  1.50 ","29","1008","  1.00 ","0","4","112","0","1954","1979"
"1015","598000","5","  2.25 ","67","1123","  2.00 ","0","3","260","0","1977","2004"
"1016","335000","3","  1.00 ","25","905","  1.00 ","0","4","95","0","1967","0"
"1017","372500","4","  1.75 ","37","947","  2.00 ","0","4","143","0","1922","0"
"1018","300000","6","  5.25 ","66","511","  2.00 ","0","3","257","0","1978","0"
"1019","194000","1","  1.00 ","19","95","  1.00 ","0","3","68","20","2007","0"
"1021","325000","4","  2.25 ","43","871","  1.00 ","0","4","105","233","1959","0"
"1022","329900","3","  2.50 ","50","441","  2.00 ","0","3","195","0","2004","2003"
"1023","329000","4","  2.50 ","37","609","  1.00 ","0","3","75","257","1947","2011"
"1024","494000","4","  1.75 ","49","387","  1.50 ","0","4","113","280","1925","1968"
"1025","206000","4","  2.00 ","39","542","  1.00 ","0","3","153","0","1978","0"
"1026","423000","4","  1.75 ","45","622","  1.00 ","0","4","87","323","1941","1998"
"1027","259000","3","  1.00 ","31","776","  1.00 ","0","4","119","0","1957","2001"
"1028","879950","4","  2.25 ","81","1249","  1.00 ","4","4","165","557","1938","0"
"1029","345600","5","  3.50 ","65","461","  2.50 ","0","3","252","0","1903","2005"
"1030","395000","3","  1.50 ","25","265","  1.50 ","0","4","97","0","1920","0"
"1032","439000","3","  2.00 ","47","22621","  2.00 ","0","3","136","167","2003","0"
"1033","380000","3","  1.75 ","39","132","  2.00 ","0","3","124","103","2008","0"
"1034","440000","3","  1.50 ","30","130","  3.00 ","0","3","114","0","2007","0"
"1035","415000","3","  2.25 ","46","214","  2.00 ","0","3","151","97","2008","0"
"1036","860000","4","  2.75 ","73","729","  2.00 ","0","3","284","0","2014","0"
"1037","500000","3","  2.50 ","28","108","  3.00 ","0","3","109","0","2008","0"
"1038","953007","4","  3.50 ","72","458","  2.00 ","0","3","223","213","2008","0"
"1039","515000","4","  2.50 ","62","789","  2.00 ","0","3","240","0","2006","0"
"1040","772000","3","  2.25 ","38","108","  3.00 ","0","3","148","0","2014","0"
"1041","329995","4","  2.50 ","54","331","  2.00 ","0","3","207","0","2013","1923"
"1042","409316","3","  2.50 ","42","285","  2.00 ","0","3","162","0","2014","0"
"1043","490000","5","  3.50 ","104","268","  3.00 ","2","3","295","393","2013","1923"
"1044","305000","2","  2.50 ","37","239","  2.00 ","0","3","110","123","2009","0"
"1045","785000","4","  3.50 ","71","422","  2.00 ","0","3","197","293","2009","0"
"1046","240000","2","  1.75 ","31","648","  1.00 ","0","3","120","0","1993","0"
"1047","325000","3","  1.00 ","23","608","  1.00 ","0","4","89","0","1947","1988"
"1048","535800","4","  2.50 ","44","521","  2.00 ","0","3","171","0","1994","0"
"1049","720000","3","  2.50 ","47","104","  3.00 ","3","3","182","0","2000","0"
"1050","374000","3","  1.75 ","46","847","  1.00 ","0","4","180","0","1961","2001"
"1051","189650","2","  1.75 ","26","684","  1.00 ","0","3","99","0","1980","0"
"1052","420850","1","  1.00 ","22","3685","  1.00 ","0","5","86","0","1945","0"
"1053","815000","4","  2.75 ","81","865","  2.00 ","0","3","314","0","1998","2006"
"1054","1065000","2","  1.75 ","44","852","  2.00 ","0","3","170","0","1987","2000"
"1055","199000","4","  2.00 ","47","731","  2.00 ","0","3","183","0","1950","2005"
"1056","195000","3","  1.75 ","32","662","  1.00 ","0","3","89","130","1981","2013"
"1057","1506000","4","  3.25 ","85","522","  2.50 ","0","3","302","100","1909","1995"
"1058","288400","3","  2.25 ","43","291","  2.00 ","0","3","168","0","1997","0"
"1059","442000","4","  2.25 ","48","1081","  1.00 ","0","4","110","287","1979","0"
"1060","619420","4","  2.75 ","57","1332","  2.00 ","0","4","221","0","1988","0"
"1061","635000","4","  2.25 ","64","556","  1.00 ","0","4","135","417","1948","0"
"1062","210000","3","  1.00 ","29","436","  1.00 ","0","4","112","0","1916","0"
"1063","512500","3","  2.50 ","44","684","  2.00 ","0","3","171","0","1990","2009"
"1064","567000","3","  2.50 ","59","548","  2.00 ","0","3","229","0","1999","0"
"1065","525000","3","  2.75 ","49","933","  2.00 ","0","3","136","197","1998","2006"
"1067","250000","3","  2.00 ","27","653","  1.00 ","0","3","105","0","1984","0"
"1068","220000","3","  1.00 ","25","821","  1.00 ","2","5","95","0","1956","0"
"1069","230000","5","  2.00 ","45","551","  1.50 ","0","3","174","0","1941","1969"
"1071","895000","5","  3.00 ","67","1253","  1.00 ","2","4","177","302","1973","0"
"1072","368250","3","  2.50 ","50","674","  2.00 ","0","3","194","0","1988","2000"
"1073","249900","2","  1.00 ","26","495","  1.00 ","0","3","103","0","1947","2012"
"1074","350000","3","  1.50 ","23","701","  1.00 ","0","5","88","0","1969","0"
"1075","175000","3","  1.75 ","29","1175","  1.00 ","0","4","111","0","1962","0"
"1076","270000","3","  1.75 ","32","981","  1.00 ","0","3","77","177","1957","2000"
"1077","495000","3","  3.50 ","55","563","  2.00 ","3","3","150","237","1997","0"
"1079","542500","5","  3.25 ","70","96680","  1.50 ","0","5","181","333","1931","0"
"1080","330000","3","  1.00 ","29","821","  1.00 ","0","3","113","0","1969","2010"
"1082","299800","2","  1.00 ","18","472","  1.00 ","0","4","71","0","1925","1968"
"1083","299900","3","  2.50 ","63","541","  2.00 ","0","3","245","0","2002","0"
"1084","691000","4","  2.75 ","59","777","  1.00 ","0","3","153","283","1972","2002"
"1085","195000","2","  1.00 ","25","351","  1.00 ","0","4","97","0","1972","0"
"1086","405000","3","  1.75 ","57","866","  1.00 ","1","4","141","300","1962","0"
"1087","360000","2","  0.75 ","20","694","  1.00 ","2","5","50","100","1909","1988"
"1088","256750","3","  2.50 ","46","809","  1.00 ","0","3","141","140","1969","2010"
"1089","332500","3","  2.25 ","42","945","  2.00 ","0","3","162","0","1995","0"
"1090","975000","5","  4.00 ","113","3281","  2.00 ","0","3","437","0","1977","2004"
"1091","218000","3","  1.00 ","24","709","  1.00 ","0","3","92","0","1956","2001"
"1092","429000","3","  2.50 ","56","4494","  2.00 ","0","3","167","187","1985","0"
"1093","589000","4","  2.50 ","68","520","  2.00 ","2","3","262","0","1998","2006"
"1094","255000","3","  1.50 ","25","814","  1.00 ","0","3","95","0","1973","2013"
"1095","668750","4","  2.50 ","54","578","  1.00 ","2","3","143","250","1964","2000"
"1096","344500","4","  2.75 ","42","491","  1.00 ","0","3","95","250","2002","0"
"1097","452000","4","  2.00 ","39","554","  1.00 ","0","3","77","270","1945","2010"
"1098","540000","3","  1.75 ","30","5606","  1.00 ","0","3","117","0","1983","2009"
"1099","246000","3","  1.50 ","41","2144","  1.00 ","0","3","160","0","1953","0"
"1100","535000","2","  1.00 ","24","436","  1.00 ","0","3","83","37","1939","1969"
"1101","970000","4","  3.25 ","65","488","  1.00 ","3","3","102","553","1963","2013"
"1102","430000","3","  1.00 ","27","270","  1.00 ","0","5","104","0","1906","0"
"1104","712000","4","  2.50 ","79","22268","  2.00 ","0","3","306","0","2001","0"
"1105","450000","2","  1.00 ","28","360","  1.00 ","0","3","96","43","1940","1996"
"1106","220000","4","  2.50 ","50","720","  2.00 ","0","3","194","0","1993","0"
"1107","525000","3","  1.00 ","34","360","  1.00 ","1","4","86","167","1948","0"
"1108","1220000","4","  2.50 ","75","324","  2.00 ","0","3","185","393","2008","0"
"1109","540000","3","  2.00 ","34","152","  2.00 ","0","3","90","157","2007","0"
"1110","600000","4","  2.50 ","55","470","  2.00 ","0","3","212","0","2001","0"
"1111","600000","3","  2.25 ","52","815","  2.00 ","0","4","201","0","1987","0"
"1112","625000","4","  2.50 ","61","4384","  2.00 ","0","3","237","0","1986","0"
"1113","150000","3","  1.00 ","23","2250","  1.00 ","0","3","91","0","1966","1963"
"1114","389999","3","  2.25 ","34","132","  2.00 ","0","3","117","48","2003","0"
"1115","285000","3","  1.75 ","55","540","  1.50 ","0","3","119","353","1935","1974"
"1116","744000","4","  2.75 ","66","1175","  2.00 ","0","3","255","0","1998","2006"
"1117","700000","4","  2.50 ","70","4156","  2.00 ","0","3","271","0","1996","0"
"1118","318989","4","  2.25 ","46","810","  1.00 ","0","4","180","0","1978","2000"
"1119","556000","3","  2.25 ","47","324","  2.00 ","0","3","182","0","1998","2006"
"1121","430000","3","  2.75 ","59","1004","  2.00 ","0","3","230","0","1994","0"
"1124","225000","2","  1.00 ","32","10075","  1.00 ","0","3","126","0","1940","1997"
"1125","700000","4","  3.25 ","65","709","  2.00 ","0","3","250","0","2006","0"
"1126","260000","6","  2.00 ","52","792","  1.00 ","0","3","200","0","1977","2004"
"1127","655000","4","  3.50 ","55","1206","  2.00 ","3","3","150","227","1994","0"
"1128","1185000","3","  2.25 ","64","3685","  2.00 ","0","5","248","0","1978","0"
"1129","1550000","3","  2.50 ","104","2342","  2.00 ","0","3","401","0","1992","0"
"1130","413800","3","  2.00 ","33","398","  1.00 ","0","3","130","0","2007","0"
"1132","334990","4","  2.50 ","52","381","  2.00 ","0","3","200","0","2014","0"
"1133","2700000","5","  4.75 ","123","756","  2.00 ","2","3","337","520","2005","0"
"1134","1030000","3","  4.00 ","90","1179","  2.00 ","3","3","333","60","2009","0"
"1135","1130000","4","  3.25 ","89","767","  1.00 ","1","3","241","377","2007","0"
"1136","556000","3","  3.00 ","46","105","  2.00 ","0","3","144","120","2007","0"
"1137","360000","3","  2.50 ","36","102","  3.00 ","0","3","138","0","2009","0"
"1138","480000","4","  2.25 ","75","3086","  2.00 ","0","4","293","0","1983","0"
"1139","324000","3","  2.50 ","41","649","  2.00 ","0","3","158","0","1994","0"
"1140","1050000","4","  3.25 ","80","3152","  2.00 ","0","3","310","0","1983","2009"
"1141","275000","1","  0.75 ","27","1273","  1.00 ","0","5","79","97","1962","0"
"1142","180000","3","  1.00 ","20","480","  1.00 ","0","3","78","0","1969","2014"
"1143","749000","4","  2.50 ","68","1638","  2.00 ","0","3","264","0","1998","2006"
"1144","1600000","3","  2.50 ","73","1154","  1.00 ","2","4","164","447","1966","0"
"1145","373500","2","  1.00 ","19","300","  1.00 ","0","3","72","0","1918","0"
"1146","770000","4","  2.50 ","55","720","  2.00 ","0","4","212","0","1987","0"
"1147","356000","2","  1.75 ","25","1482","  1.00 ","0","3","95","0","1977","2004"
"1149","494400","2","  1.75 ","36","158","  1.00 ","0","4","70","260","1904","0"
"1150","585000","4","  1.75 ","70","3798","  1.00 ","3","3","135","500","1950","2005"
"1151","926300","3","  1.50 ","39","432","  2.00 ","0","3","149","0","1907","1983"
"1153","430000","4","  3.00 ","75","804","  2.00 ","0","3","221","257","1990","2009"
"1155","604700","4","  2.75 ","64","1348","  1.00 ","3","3","155","343","1981","2013"
"1156","219900","3","  1.00 ","21","540","  1.00 ","0","2","82","0","1956","0"
"1157","270000","2","  1.50 ","20","78","  2.00 ","0","3","76","0","2005","0"
"1158","432000","3","  2.25 ","34","142","  2.00 ","0","3","98","127","2007","0"
"1159","300000","6","  2.00 ","47","973","  1.00 ","0","4","184","0","1943","0"
"1160","361000","3","  1.00 ","26","364","  1.50 ","4","4","99","0","1922","0"
"1161","249950","2","  1.00 ","22","768","  1.00 ","0","4","85","0","1959","0"
"1162","320000","3","  2.00 ","26","945","  1.00 ","0","5","100","0","1978","0"
"1163","305000","4","  1.75 ","51","729","  1.50 ","0","5","126","267","1942","0"
